slug,name,activities_status,relationships_status,associated_entities_status,hunting_pivots_status,malware_status,tools_status,targets_status,motivations_status,attribution_status,activities,dated_activities,relationships,associated_entities,entity_relationships,hunting_pivots,hunting_pivot_observations,malware,activity_linked_malware,tools,targets,motivations,external_activity_leads,external_alias_leads,external_relationship_leads,external_malware_leads,external_tool_leads,gap_count
ta488,TA488,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ta4900,TA4900,lead-only,unknown,unknown,unknown,unknown,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
ta4903,TA4903,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ta4922,TA4922,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ta505,TA505,canonical-present,canonical-present,unknown,unknown,canonical-present,canonical-present,canonical-present,lead-only,lead-only,1,0,2,0,0,0,0,11,1,5,1,0,25,2,2,41,9,3
ta511,TA511,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,5
ta516,TA516,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5,0,5
ta530,TA530,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,5
ta543,TA543,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
ta544,TA544,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,11,0,5
ta545,TA545,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
ta547,TA547,canonical-present,unknown,unknown,unknown,lead-only,lead-only,canonical-present,lead-only,unknown,1,1,0,0,0,0,0,0,0,0,1,0,6,0,0,6,1,3
ta549,TA549,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ta551,TA551,lead-only,unknown,unknown,unknown,canonical-present,canonical-present,canonical-present,canonical-present,lead-only,0,0,0,0,0,0,0,4,0,1,4,1,2,0,0,8,5,4
ta554,TA554,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5
ta555,TA555,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
ta558,TA558,canonical-present,unknown,unknown,unknown,lead-only,unknown,canonical-present,lead-only,unknown,2,0,0,0,0,0,0,0,0,0,8,0,1,0,0,8,0,4
ta564,TA564,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
ta570,TA570,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ta571,TA571,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ta575,TA575,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ta577,TA577,unknown,unknown,unknown,unknown,canonical-present,unknown,unknown,lead-only,lead-only,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,6
ta578,TA578,unknown,unknown,unknown,unknown,canonical-present,unknown,unknown,lead-only,unknown,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6
ta580,TA580,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ta582,TA582,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ta584,TA584,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ta800,TA800,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ta866,TA866,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tag-0530,TAG-0530,lead-only,lead-only,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,63,0,5
tag-0700,TAG-0700,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,41,0,5
tag-100,TAG-100,canonical-present,unknown,unknown,unknown,lead-only,unknown,canonical-present,lead-only,lead-only,2,1,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,3
tag-110,TAG-110,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,41,0,5
tag-124,TAG-124,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tag-127,TAG-127,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tag-150,TAG-150,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tag-195,TAG-195,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tag-26,TAG-26,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tag-38,TAG-38,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
tag-45,TAG-45,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tag-56,TAG-56,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tag-70,TAG-70,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,5
tag-71,TAG-71,lead-only,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,5
tag-82,TAG-82,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tag-83,TAG-83,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
taidoor,Taidoor,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,5
taskmasters,Taskmasters,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,5
teampcp,TeamPCP,canonical-present,unknown,unknown,unknown,canonical-present,unknown,canonical-present,canonical-present,canonical-present,2,2,0,0,0,0,0,6,3,0,6,2,0,0,0,0,0,1
teamspy-crew,TeamSpy Crew,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,5
teamtnt,TeamTNT,unknown,unknown,unknown,unknown,canonical-present,canonical-present,canonical-present,lead-only,unknown,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,4,5
temp-hermit,TEMP.Hermit,lead-only,canonical-present,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,2,0,4
temp-veles,TEMP.Veles,canonical-present,unknown,canonical-present,unknown,lead-only,canonical-present,lead-only,lead-only,lead-only,2,2,0,2,3,0,0,0,0,2,0,0,4,2,0,7,2,4
temp-zhenbao,TEMP.Zhenbao,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,5
tempting-cedar,Tempting Cedar,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
test-panda,Test Panda,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
the-whois-hacking-team,The Whois Hacking Team,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
threat-group-1314,Threat Group-1314,unknown,unknown,unknown,unknown,unknown,canonical-present,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,5
threat-group-3390,Threat Group-3390,lead-only,unknown,canonical-present,unknown,canonical-present,canonical-present,canonical-present,lead-only,lead-only,0,0,0,14,16,0,0,12,0,12,4,0,20,4,0,27,13,5
thrip,Thrip,lead-only,canonical-present,unknown,unknown,canonical-present,canonical-present,canonical-present,canonical-present,lead-only,0,0,1,0,0,0,0,1,0,2,3,1,8,0,0,12,2,3
tick,BRONZE BUTLER,canonical-present,unknown,unknown,unknown,canonical-present,canonical-present,canonical-present,canonical-present,canonical-present,1,0,0,0,0,0,0,7,0,7,4,1,8,0,0,31,7,3
toddycat,ToddyCat,canonical-present,unknown,unknown,unknown,canonical-present,canonical-present,canonical-present,lead-only,lead-only,1,0,0,0,0,0,0,6,0,3,3,0,2,0,0,16,3,5
tonto-team,Tonto Team,lead-only,unknown,unknown,unknown,canonical-present,canonical-present,canonical-present,canonical-present,canonical-present,0,0,0,0,0,0,0,2,0,4,12,1,9,2,0,11,4,3
tortoiseshell,Tortoiseshell,lead-only,lead-only,unknown,unknown,canonical-present,unknown,canonical-present,lead-only,lead-only,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,10,0,5
toxic-panda,Toxic Panda,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tracer-kitten,Tracer KItten,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
transparent-tribe,Transparent Tribe,canonical-present,unknown,unknown,unknown,canonical-present,unknown,canonical-present,lead-only,lead-only,3,2,0,0,0,0,0,7,3,0,5,0,25,0,0,25,0,3
tropic-trooper,Tropic Trooper,lead-only,unknown,unknown,unknown,canonical-present,canonical-present,canonical-present,lead-only,lead-only,0,0,0,0,0,0,0,5,0,1,3,0,13,1,0,17,9,5
turla,Turla,canonical-present,lead-only,canonical-present,unknown,canonical-present,canonical-present,canonical-present,canonical-present,lead-only,4,2,0,1,1,0,0,20,6,13,12,1,42,0,1,71,15,2
twisted-panda,Twisted Panda,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
uac-0001,UAC-0001,canonical-present,unknown,unknown,unknown,unknown,unknown,canonical-present,unknown,lead-only,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4
uac-0002,UAC-0002,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0003,UAC-0003,unknown,lead-only,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
uac-0006,UAC-0006,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0020,UAC-0020,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0026,UAC-0026,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,5
uac-0027,UAC-0027,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0028,UAC-0028,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,41,0,5
uac-0029,UAC-0029,unknown,lead-only,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
uac-0035,UAC-0035,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5
uac-0041,UAC-0041,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0050,UAC-0050,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0051,UAC-0051,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,5
uac-0057,UAC-0057,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,0,5
uac-0063,UAC-0063,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,41,0,5
uac-0082,UAC-0082,lead-only,lead-only,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,28,0,5
uac-0084,UAC-0084,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0088,UAC-0088,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0094,UAC-0094,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0096,UAC-0096,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0097,UAC-0097,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0098,UAC-0098,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
uac-0099,UAC-0099,canonical-present,unknown,unknown,unknown,canonical-present,unknown,canonical-present,unknown,unknown,3,1,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,3
uac-0100,UAC-0100,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0101,UAC-0101,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0104,UAC-0104,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0105,UAC-0105,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0106,UAC-0106,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0107,UAC-0107,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0108,UAC-0108,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0109,UAC-0109,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0113,UAC-0113,lead-only,lead-only,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,28,0,5
uac-0120,UAC-0120,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0125,UAC-0125,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,28,0,5
uac-0132,UAC-0132,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0133,UAC-0133,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,28,0,5
uac-0142,UAC-0142,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0145,UAC-0145,canonical-present,canonical-present,unknown,unknown,canonical-present,canonical-present,canonical-present,canonical-present,canonical-present,2,2,2,0,0,0,0,11,11,4,6,1,0,0,1,0,0,1
uac-0149,UAC-0149,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0150,UAC-0150,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0165,UAC-0165,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0180,UAC-0180,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,5
uac-0184,UAC-0184,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0185,UAC-0185,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0188,UAC-0188,canonical-present,unknown,unknown,unknown,unknown,unknown,canonical-present,unknown,unknown,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4
uac-0190,UAC-0190,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0194,UAC-0194,canonical-present,unknown,unknown,unknown,unknown,unknown,canonical-present,unknown,lead-only,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4
uac-0195,UAC-0195,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0198,UAC-0198,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0200,UAC-0200,canonical-present,unknown,unknown,unknown,unknown,unknown,canonical-present,unknown,unknown,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
uac-0210,UAC-0210,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0212,UAC-0212,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0247,UAC-0247,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
uac-0252,UAC-0252,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc1066,UNC1066,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc1069,UNC1069,canonical-present,unknown,unknown,unknown,unknown,unknown,canonical-present,unknown,lead-only,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
unc1115,UNC1115,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc1130,UNC1130,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc1326,UNC1326,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,5
unc1530,UnC1530,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc1549,UNC1549,canonical-present,lead-only,unknown,unknown,canonical-present,unknown,canonical-present,canonical-present,canonical-present,5,2,0,0,0,0,0,7,7,0,21,1,7,0,2,11,0,1
unc1758,UNC1758,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc1860,UNC1860,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,47,0,5
unc1873,UNC1873,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc1908,UNC1908,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc1945,UNC1945,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,5
unc2062,UNC2062,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc215,UNC215,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5
unc2198,UNC2198,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc2226,UNC2226,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc2286,UNC2286,lead-only,canonical-present,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,1,0,0,0,0,0,0,0,0,0,13,0,1,20,0,4
unc2428,UNC2428,canonical-present,unknown,unknown,unknown,unknown,unknown,canonical-present,unknown,lead-only,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
unc2447,UNC2447,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5
unc2448,UNC2448,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc2465,UNC2465,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc2500,UNC2500,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc2565,UNC2565,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc2596,UNC2596,lead-only,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,5
unc2633,UNC2633,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc2639,UNC2639,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc2640,UNC2640,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc2643,UNC2643,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc2652,UNC2652,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc2727,UNC2727,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc2758,UNC2758,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc2814,UNC2814,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lead-only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc2891,UNC2891,unknown,unknown,unknown,unknown,lead-only,unknown,lead-only,lead-only,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5
unc2970,UNC2970,canonical-present,unknown,unknown,unknown,lead-only,unknown,canonical-present,lead-only,lead-only,2,0,0,0,0,0,0,0,0,0,8,0,114,0,0,158,0,4
unc3313,UNC3313,unknown,unknown,unknown,unknown,lead-only,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
unc3319,UNC3319,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
unc3347,UNC3347,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
